n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size,chromatic_number_norm,clique_number_norm,max_independent_set_size_norm,domination_number_norm,min_clique_cover_size_norm,chromatic_to_clique_ratio,chromatic_to_max_independent_ratio,clique_to_max_independent_ratio,domination_to_clique_ratio,min_clique_cover_to_chromatic_ratio,n_bin_medium,n_bin_large
350,0,133,122,6,340,7,0.38,0.3485714285714286,0.017142857142857144,0.9714285714285714,0.02,1.0901639344262295,22.166666666666668,20.333333333333332,2.7868852459016393,0.05263157894736842,False,True
350,1,160,110,4,168,5,0.45714285714285713,0.3142857142857143,0.011428571428571429,0.48,0.014285714285714285,1.4545454545454546,40.0,27.5,1.5272727272727273,0.03125,False,True
500,0,156,153,4,467,7,0.312,0.306,0.008,0.934,0.014,1.0196078431372548,39.0,38.25,3.052287581699346,0.04487179487179487,False,True
250,1,121,97,5,224,5,0.484,0.388,0.02,0.896,0.02,1.2474226804123711,24.2,19.4,2.3092783505154637,0.04132231404958678,True,False
200,0,76,66,5,148,6,0.38,0.33,0.025,0.74,0.03,1.1515151515151516,15.2,13.2,2.242424242424242,0.07894736842105263,True,False
400,1,173,130,5,338,6,0.4325,0.325,0.0125,0.845,0.015,1.3307692307692307,34.6,26.0,2.6,0.03468208092485549,False,True
300,0,112,97,5,286,7,0.37333333333333335,0.3233333333333333,0.016666666666666666,0.9533333333333334,0.023333333333333334,1.1546391752577319,22.4,19.4,2.948453608247423,0.0625,True,False
25,1,13,11,4,18,4,0.52,0.44,0.16,0.72,0.16,1.1818181818181819,3.25,2.75,1.6363636363636365,0.3076923076923077,False,False
500,0,199,178,7,494,9,0.398,0.356,0.014,0.988,0.018,1.1179775280898876,28.428571428571427,25.428571428571427,2.7752808988764044,0.04522613065326633,False,True
450,1,197,146,5,398,6,0.43777777777777777,0.3244444444444444,0.011111111111111112,0.8844444444444445,0.013333333333333334,1.3493150684931507,39.4,29.2,2.7260273972602738,0.030456852791878174,False,True
300,1,146,131,4,224,5,0.4866666666666667,0.43666666666666665,0.013333333333333334,0.7466666666666667,0.016666666666666666,1.1145038167938932,36.5,32.75,1.7099236641221374,0.03424657534246575,True,False
250,0,94,87,5,203,7,0.376,0.348,0.02,0.812,0.028,1.0804597701149425,18.8,17.4,2.3333333333333335,0.07446808510638298,True,False
300,1,131,110,5,249,6,0.43666666666666665,0.36666666666666664,0.016666666666666666,0.83,0.02,1.190909090909091,26.2,22.0,2.2636363636363637,0.04580152671755725,True,False
150,1,60,49,5,122,6,0.4,0.32666666666666666,0.03333333333333333,0.8133333333333334,0.04,1.2244897959183674,12.0,9.8,2.489795918367347,0.1,True,False
25,0,10,10,5,24,5,0.4,0.4,0.2,0.96,0.2,1.0,2.0,2.0,2.4,0.5,False,False
300,1,134,117,4,278,5,0.44666666666666666,0.39,0.013333333333333334,0.9266666666666666,0.016666666666666666,1.1452991452991452,33.5,29.25,2.376068376068376,0.03731343283582089,True,False
350,1,148,117,4,253,5,0.4228571428571429,0.3342857142857143,0.011428571428571429,0.7228571428571429,0.014285714285714285,1.264957264957265,37.0,29.25,2.1623931623931623,0.033783783783783786,False,True
400,1,159,137,5,316,6,0.3975,0.3425,0.0125,0.79,0.015,1.1605839416058394,31.8,27.4,2.3065693430656933,0.03773584905660377,False,True
500,1,220,187,4,421,6,0.44,0.374,0.008,0.842,0.012,1.1764705882352942,55.0,46.75,2.251336898395722,0.02727272727272727,False,True
25,1,17,13,2,12,3,0.68,0.52,0.08,0.48,0.12,1.3076923076923077,8.5,6.5,0.9230769230769231,0.17647058823529413,False,False
300,0,96,89,5,219,7,0.32,0.2966666666666667,0.016666666666666666,0.73,0.023333333333333334,1.0786516853932584,19.2,17.8,2.460674157303371,0.07291666666666667,True,False
250,1,113,89,5,189,6,0.452,0.356,0.02,0.756,0.024,1.2696629213483146,22.6,17.8,2.1235955056179776,0.05309734513274336,True,False
150,0,53,47,5,118,7,0.35333333333333333,0.31333333333333335,0.03333333333333333,0.7866666666666666,0.04666666666666667,1.127659574468085,10.6,9.4,2.5106382978723403,0.1320754716981132,True,False
250,1,112,102,4,219,5,0.448,0.408,0.016,0.876,0.02,1.0980392156862746,28.0,25.5,2.1470588235294117,0.044642857142857144,True,False
100,1,44,35,4,67,5,0.44,0.35,0.04,0.67,0.05,1.2571428571428571,11.0,8.75,1.9142857142857144,0.11363636363636363,False,False
450,0,170,131,6,347,7,0.37777777777777777,0.2911111111111111,0.013333333333333334,0.7711111111111111,0.015555555555555555,1.297709923664122,28.333333333333332,21.833333333333332,2.648854961832061,0.041176470588235294,False,True
450,1,210,190,6,380,7,0.4666666666666667,0.4222222222222222,0.013333333333333334,0.8444444444444444,0.015555555555555555,1.105263157894737,35.0,31.666666666666668,2.0,0.03333333333333333,False,True
500,0,161,148,5,453,7,0.322,0.296,0.01,0.906,0.014,1.087837837837838,32.2,29.6,3.060810810810811,0.043478260869565216,False,True
25,0,15,10,3,8,3,0.6,0.4,0.12,0.32,0.12,1.5,5.0,3.3333333333333335,0.8,0.2,False,False
450,1,192,165,4,374,6,0.4266666666666667,0.36666666666666664,0.008888888888888889,0.8311111111111111,0.013333333333333334,1.1636363636363636,48.0,41.25,2.2666666666666666,0.03125,False,True
100,1,43,42,5,98,7,0.43,0.42,0.05,0.98,0.07,1.0238095238095237,8.6,8.4,2.3333333333333335,0.16279069767441862,False,False
500,0,179,171,6,387,7,0.358,0.342,0.012,0.774,0.014,1.0467836257309941,29.833333333333332,28.5,2.263157894736842,0.03910614525139665,False,True
100,0,35,32,4,66,5,0.35,0.32,0.04,0.66,0.05,1.09375,8.75,8.0,2.0625,0.14285714285714285,False,False
350,0,125,97,6,266,6,0.35714285714285715,0.27714285714285714,0.017142857142857144,0.76,0.017142857142857144,1.288659793814433,20.833333333333332,16.166666666666668,2.7422680412371134,0.048,False,True
100,0,42,34,4,70,5,0.42,0.34,0.04,0.7,0.05,1.2352941176470589,10.5,8.5,2.0588235294117645,0.11904761904761904,False,False
250,0,97,76,5,200,7,0.388,0.304,0.02,0.8,0.028,1.2763157894736843,19.4,15.2,2.6315789473684212,0.07216494845360824,True,False
25,1,10,9,3,14,4,0.4,0.36,0.12,0.56,0.16,1.1111111111111112,3.3333333333333335,3.0,1.5555555555555556,0.4,False,False
50,0,21,19,4,31,5,0.42,0.38,0.08,0.62,0.1,1.105263157894737,5.25,4.75,1.631578947368421,0.23809523809523808,False,False
250,1,108,101,3,197,5,0.432,0.404,0.012,0.788,0.02,1.0693069306930694,36.0,33.666666666666664,1.9504950495049505,0.046296296296296294,True,False
200,0,78,52,5,135,6,0.39,0.26,0.025,0.675,0.03,1.5,15.6,10.4,2.5961538461538463,0.07692307692307693,True,False
450,0,182,140,5,330,6,0.40444444444444444,0.3111111111111111,0.011111111111111112,0.7333333333333333,0.013333333333333334,1.3,36.4,28.0,2.357142857142857,0.03296703296703297,False,True
350,1,142,124,5,291,6,0.4057142857142857,0.35428571428571426,0.014285714285714285,0.8314285714285714,0.017142857142857144,1.1451612903225807,28.4,24.8,2.346774193548387,0.04225352112676056,False,True
450,0,171,147,6,357,7,0.38,0.32666666666666666,0.013333333333333334,0.7933333333333333,0.015555555555555555,1.163265306122449,28.5,24.5,2.4285714285714284,0.04093567251461988,False,True
50,0,21,17,5,43,6,0.42,0.34,0.1,0.86,0.12,1.2352941176470589,4.2,3.4,2.5294117647058822,0.2857142857142857,False,False
250,0,90,81,4,170,6,0.36,0.324,0.016,0.68,0.024,1.1111111111111112,22.5,20.25,2.0987654320987654,0.06666666666666667,True,False
350,1,155,134,4,311,6,0.44285714285714284,0.38285714285714284,0.011428571428571429,0.8885714285714286,0.017142857142857144,1.1567164179104477,38.75,33.5,2.3208955223880596,0.03870967741935484,False,True
100,1,44,43,4,44,4,0.44,0.43,0.04,0.44,0.04,1.0232558139534884,11.0,10.75,1.0232558139534884,0.09090909090909091,False,False
200,0,77,66,5,134,6,0.385,0.33,0.025,0.67,0.03,1.1666666666666667,15.4,13.2,2.0303030303030303,0.07792207792207792,True,False
300,0,109,105,6,284,7,0.36333333333333334,0.35,0.02,0.9466666666666667,0.023333333333333334,1.0380952380952382,18.166666666666668,17.5,2.704761904761905,0.06422018348623854,True,False
50,1,23,20,5,49,6,0.46,0.4,0.1,0.98,0.12,1.15,4.6,4.0,2.45,0.2608695652173913,False,False
500,0,180,164,6,407,6,0.36,0.328,0.012,0.814,0.012,1.0975609756097562,30.0,27.333333333333332,2.481707317073171,0.03333333333333333,False,True
300,1,134,128,5,244,6,0.44666666666666666,0.4266666666666667,0.016666666666666666,0.8133333333333334,0.02,1.046875,26.8,25.6,1.90625,0.04477611940298507,True,False
500,1,210,208,5,365,6,0.42,0.416,0.01,0.73,0.012,1.0096153846153846,42.0,41.6,1.7548076923076923,0.02857142857142857,False,True
25,1,11,10,3,14,4,0.44,0.4,0.12,0.56,0.16,1.1,3.6666666666666665,3.3333333333333335,1.4,0.36363636363636365,False,False
200,1,90,67,4,105,5,0.45,0.335,0.02,0.525,0.025,1.3432835820895523,22.5,16.75,1.5671641791044777,0.05555555555555555,True,False
300,0,116,109,5,286,7,0.38666666666666666,0.36333333333333334,0.016666666666666666,0.9533333333333334,0.023333333333333334,1.0642201834862386,23.2,21.8,2.623853211009174,0.0603448275862069,True,False
25,0,12,8,3,13,4,0.48,0.32,0.12,0.52,0.16,1.5,4.0,2.6666666666666665,1.625,0.3333333333333333,False,False
500,0,189,154,5,380,6,0.378,0.308,0.01,0.76,0.012,1.2272727272727273,37.8,30.8,2.4675324675324677,0.031746031746031744,False,True
50,1,32,21,3,26,3,0.64,0.42,0.06,0.52,0.06,1.5238095238095237,10.666666666666666,7.0,1.2380952380952381,0.09375,False,False
250,0,92,84,5,176,6,0.368,0.336,0.02,0.704,0.024,1.0952380952380953,18.4,16.8,2.0952380952380953,0.06521739130434782,True,False
150,0,55,52,5,86,6,0.36666666666666664,0.3466666666666667,0.03333333333333333,0.5733333333333334,0.04,1.0576923076923077,11.0,10.4,1.6538461538461537,0.10909090909090909,True,False
100,1,46,40,3,67,5,0.46,0.4,0.03,0.67,0.05,1.15,15.333333333333334,13.333333333333334,1.675,0.10869565217391304,False,False
500,1,222,203,5,426,6,0.444,0.406,0.01,0.852,0.012,1.0935960591133005,44.4,40.6,2.0985221674876846,0.02702702702702703,False,True
450,1,187,167,4,323,6,0.41555555555555557,0.3711111111111111,0.008888888888888889,0.7177777777777777,0.013333333333333334,1.1197604790419162,46.75,41.75,1.9341317365269461,0.03208556149732621,False,True
25,1,11,10,3,16,5,0.44,0.4,0.12,0.64,0.2,1.1,3.6666666666666665,3.3333333333333335,1.6,0.45454545454545453,False,False
250,1,106,81,5,208,6,0.424,0.324,0.02,0.832,0.024,1.308641975308642,21.2,16.2,2.567901234567901,0.05660377358490566,True,False
350,0,144,110,5,298,6,0.4114285714285714,0.3142857142857143,0.014285714285714285,0.8514285714285714,0.017142857142857144,1.309090909090909,28.8,22.0,2.709090909090909,0.041666666666666664,False,True
50,1,25,21,4,19,5,0.5,0.42,0.08,0.38,0.1,1.1904761904761905,6.25,5.25,0.9047619047619048,0.2,False,False
300,0,117,103,6,284,7,0.39,0.3433333333333333,0.02,0.9466666666666667,0.023333333333333334,1.1359223300970873,19.5,17.166666666666668,2.7572815533980584,0.05982905982905983,True,False
200,0,80,71,5,185,6,0.4,0.355,0.025,0.925,0.03,1.1267605633802817,16.0,14.2,2.6056338028169015,0.075,True,False
25,0,10,8,5,21,5,0.4,0.32,0.2,0.84,0.2,1.25,2.0,1.6,2.625,0.5,False,False
400,0,133,121,6,395,8,0.3325,0.3025,0.015,0.9875,0.02,1.0991735537190082,22.166666666666668,20.166666666666668,3.2644628099173554,0.06015037593984962,False,True
400,1,161,141,5,318,6,0.4025,0.3525,0.0125,0.795,0.015,1.1418439716312057,32.2,28.2,2.25531914893617,0.037267080745341616,False,True
450,1,192,154,6,445,7,0.4266666666666667,0.3422222222222222,0.013333333333333334,0.9888888888888889,0.015555555555555555,1.2467532467532467,32.0,25.666666666666668,2.8896103896103895,0.036458333333333336,False,True
350,0,118,109,6,321,7,0.33714285714285713,0.31142857142857144,0.017142857142857144,0.9171428571428571,0.02,1.0825688073394495,19.666666666666668,18.166666666666668,2.944954128440367,0.059322033898305086,False,True
350,0,119,115,6,267,7,0.34,0.32857142857142857,0.017142857142857144,0.7628571428571429,0.02,1.0347826086956522,19.833333333333332,19.166666666666668,2.3217391304347825,0.058823529411764705,False,True
150,0,51,48,5,146,7,0.34,0.32,0.03333333333333333,0.9733333333333334,0.04666666666666667,1.0625,10.2,9.6,3.0416666666666665,0.13725490196078433,True,False
50,1,21,18,4,30,5,0.42,0.36,0.08,0.6,0.1,1.1666666666666667,5.25,4.5,1.6666666666666667,0.23809523809523808,False,False
100,0,40,33,4,52,5,0.4,0.33,0.04,0.52,0.05,1.2121212121212122,10.0,8.25,1.5757575757575757,0.125,False,False
200,0,70,70,5,150,6,0.35,0.35,0.025,0.75,0.03,1.0,14.0,14.0,2.142857142857143,0.08571428571428572,True,False
25,1,12,10,2,9,3,0.48,0.4,0.08,0.36,0.12,1.2,6.0,5.0,0.9,0.25,False,False
400,0,136,116,6,369,7,0.34,0.29,0.015,0.9225,0.0175,1.1724137931034482,22.666666666666668,19.333333333333332,3.1810344827586206,0.051470588235294115,False,True
450,0,156,135,5,337,6,0.3466666666666667,0.3,0.011111111111111112,0.7488888888888889,0.013333333333333334,1.1555555555555554,31.2,27.0,2.4962962962962965,0.038461538461538464,False,True
350,1,131,114,5,254,6,0.3742857142857143,0.32571428571428573,0.014285714285714285,0.7257142857142858,0.017142857142857144,1.1491228070175439,26.2,22.8,2.2280701754385963,0.04580152671755725,False,True
450,0,161,160,6,343,7,0.35777777777777775,0.35555555555555557,0.013333333333333334,0.7622222222222222,0.015555555555555555,1.00625,26.833333333333332,26.666666666666668,2.14375,0.043478260869565216,False,True
150,1,71,60,4,123,5,0.47333333333333333,0.4,0.02666666666666667,0.82,0.03333333333333333,1.1833333333333333,17.75,15.0,2.05,0.07042253521126761,True,False
200,0,79,71,5,168,7,0.395,0.355,0.025,0.84,0.035,1.1126760563380282,15.8,14.2,2.3661971830985915,0.08860759493670886,True,False
450,0,155,133,5,427,7,0.34444444444444444,0.29555555555555557,0.011111111111111112,0.9488888888888889,0.015555555555555555,1.1654135338345866,31.0,26.6,3.210526315789474,0.04516129032258064,False,True
25,0,12,10,4,10,4,0.48,0.4,0.16,0.4,0.16,1.2,3.0,2.5,1.0,0.3333333333333333,False,False
200,1,93,75,4,170,5,0.465,0.375,0.02,0.85,0.025,1.24,23.25,18.75,2.2666666666666666,0.053763440860215055,True,False
400,0,142,125,5,395,7,0.355,0.3125,0.0125,0.9875,0.0175,1.136,28.4,25.0,3.16,0.04929577464788732,False,True
150,1,66,59,4,123,6,0.44,0.3933333333333333,0.02666666666666667,0.82,0.04,1.11864406779661,16.5,14.75,2.0847457627118646,0.09090909090909091,True,False
100,0,35,34,6,90,7,0.35,0.34,0.06,0.9,0.07,1.0294117647058822,5.833333333333333,5.666666666666667,2.6470588235294117,0.2,False,False
300,0,92,80,5,295,7,0.30666666666666664,0.26666666666666666,0.016666666666666666,0.9833333333333333,0.023333333333333334,1.15,18.4,16.0,3.6875,0.07608695652173914,True,False
150,0,52,43,4,109,6,0.3466666666666667,0.2866666666666667,0.02666666666666667,0.7266666666666667,0.04,1.2093023255813953,13.0,10.75,2.5348837209302326,0.11538461538461539,True,False
200,0,67,67,6,180,7,0.335,0.335,0.03,0.9,0.035,1.0,11.166666666666666,11.166666666666666,2.6865671641791047,0.1044776119402985,True,False
400,1,176,164,5,327,6,0.44,0.41,0.0125,0.8175,0.015,1.0731707317073171,35.2,32.8,1.9939024390243902,0.03409090909090909,False,True
300,1,129,118,4,276,6,0.43,0.3933333333333333,0.013333333333333334,0.92,0.02,1.0932203389830508,32.25,29.5,2.3389830508474576,0.046511627906976744,True,False
200,1,89,72,4,168,5,0.445,0.36,0.02,0.84,0.025,1.2361111111111112,22.25,18.0,2.3333333333333335,0.056179775280898875,True,False
150,1,72,53,4,125,5,0.48,0.35333333333333333,0.02666666666666667,0.8333333333333334,0.03333333333333333,1.3584905660377358,18.0,13.25,2.358490566037736,0.06944444444444445,True,False
150,1,68,62,6,141,6,0.4533333333333333,0.41333333333333333,0.04,0.94,0.04,1.096774193548387,11.333333333333334,10.333333333333334,2.274193548387097,0.08823529411764706,True,False
50,0,20,18,3,24,4,0.4,0.36,0.06,0.48,0.08,1.1111111111111112,6.666666666666667,6.0,1.3333333333333333,0.2,False,False
250,0,88,74,5,218,7,0.352,0.296,0.02,0.872,0.028,1.1891891891891893,17.6,14.8,2.945945945945946,0.07954545454545454,True,False
400,0,139,119,5,282,7,0.3475,0.2975,0.0125,0.705,0.0175,1.1680672268907564,27.8,23.8,2.369747899159664,0.050359712230215826,False,True
200,1,85,74,4,166,6,0.425,0.37,0.02,0.83,0.03,1.1486486486486487,21.25,18.5,2.2432432432432434,0.07058823529411765,True,False
50,0,19,17,5,48,6,0.38,0.34,0.1,0.96,0.12,1.1176470588235294,3.8,3.4,2.823529411764706,0.3157894736842105,False,False
150,0,60,46,6,139,7,0.4,0.30666666666666664,0.04,0.9266666666666666,0.04666666666666667,1.3043478260869565,10.0,7.666666666666667,3.0217391304347827,0.11666666666666667,True,False
350,0,129,110,5,272,6,0.36857142857142855,0.3142857142857143,0.014285714285714285,0.7771428571428571,0.017142857142857144,1.1727272727272726,25.8,22.0,2.4727272727272727,0.046511627906976744,False,True
