n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size
350,1,168,142,5,311,6
50,1,21,21,4,20,5
100,0,43,34,5,98,6
150,1,70,57,3,65,4
500,1,206,181,5,429,6
350,1,152,135,4,271,6
500,1,219,172,4,221,5
450,1,204,182,4,393,6
250,0,92,83,5,201,6
400,0,148,140,5,293,7
500,1,223,182,4,425,6
300,1,122,114,5,245,6
25,1,14,12,4,23,5
150,0,60,49,6,111,6
350,1,161,158,5,300,5
25,1,14,12,3,13,4
25,0,11,10,2,10,3
25,0,9,9,4,21,5
450,1,212,169,5,445,6
500,0,186,182,5,413,7
450,1,189,161,5,375,6
300,1,124,101,4,204,5
450,0,155,142,5,372,7
300,0,106,99,6,285,7
100,0,40,32,4,62,5
50,0,22,17,5,32,5
300,0,115,107,4,237,6
200,0,75,69,7,195,8
350,1,158,153,5,294,6
400,0,141,130,5,376,7
350,0,131,116,6,263,7
500,1,228,173,5,442,6
500,0,182,153,6,440,7
350,1,152,151,4,299,7
25,0,11,9,4,9,4
450,0,143,136,5,397,7
400,1,180,147,4,319,6
200,0,68,66,5,141,6
250,1,109,103,4,194,5
150,0,53,45,5,118,7
250,0,102,81,5,195,6
100,0,42,39,5,96,6
100,0,39,31,4,85,5
350,1,154,116,4,281,6
450,1,192,169,5,387,6
100,0,47,39,5,96,6
200,1,95,80,4,177,5
250,1,104,83,4,115,5
250,0,109,103,5,225,7
25,1,13,10,3,9,3
500,0,185,160,5,399,7
50,0,26,21,4,35,4
25,1,12,12,4,17,4
100,1,47,39,4,53,5
300,1,124,108,5,269,6
350,0,130,126,7,335,7
150,1,77,50,3,72,5
250,0,92,75,5,213,6
25,1,13,9,3,12,4
50,0,23,16,3,23,4
350,0,129,103,6,345,7
400,1,168,141,4,342,5
300,0,106,95,6,271,8
250,0,85,81,6,212,7
150,0,55,41,4,92,6
450,0,158,144,5,447,7
150,1,62,52,5,113,5
300,1,122,115,4,255,6
250,0,102,98,4,175,6
400,1,166,161,4,320,5
300,0,105,91,5,208,6
25,1,13,11,4,10,4
50,0,17,16,4,29,5
25,0,10,10,3,6,3
450,1,215,170,5,441,6
200,1,95,87,4,94,5
250,1,113,94,5,242,6
300,1,124,108,5,253,6
350,1,134,113,5,250,6
50,0,22,18,3,22,5
250,1,111,97,4,207,6
50,0,21,18,3,32,5
25,1,14,12,3,12,4
300,1,133,113,5,256,6
25,0,11,8,5,18,5
500,0,183,143,6,424,7
300,0,105,102,5,295,7
150,1,67,60,4,78,5
350,1,155,151,4,282,5
200,0,70,67,6,141,7
250,0,93,85,6,206,7
450,1,180,175,5,369,6
400,0,147,128,4,361,7
200,1,96,72,4,181,5
150,1,63,62,5,123,6
250,1,112,84,4,100,5
200,1,101,72,5,179,5
150,0,55,53,6,94,6
300,1,136,106,4,249,5
250,1,121,104,5,173,6
400,0,154,135,7,389,7
400,0,138,123,5,383,8
300,1,128,109,5,260,6
25,1,15,15,3,13,3
350,0,130,129,5,321,7
400,1,176,143,5,353,6
500,1,206,161,5,413,6
350,0,118,104,5,307,6
450,0,166,152,6,430,7
50,1,22,19,3,21,4
150,0,52,50,6,107,7
25,1,14,11,3,13,4
350,1,144,125,6,345,7
300,0,108,107,5,286,7
400,1,182,178,5,317,6
300,0,113,100,5,218,6
400,0,134,127,6,378,7
200,0,72,67,6,195,8
200,0,83,76,4,152,6
200,1,91,75,5,172,6
150,0,43,41,6,117,6
100,1,42,39,4,74,5
400,0,145,129,6,370,7
50,0,20,20,4,37,6
150,0,50,43,5,66,6
450,1,196,174,5,396,6
50,0,20,16,3,23,4
500,0,178,151,6,475,7
100,0,40,35,4,48,5
300,1,129,120,5,249,6
400,1,172,163,6,391,7
50,1,30,21,4,31,4
25,0,10,8,4,19,5
250,0,90,83,4,201,6
300,1,128,98,5,260,6
500,1,221,215,4,407,6
500,0,179,164,5,392,7
250,1,97,80,4,215,5
25,1,17,14,3,12,3
100,0,44,43,4,46,5
150,1,68,47,4,68,5
100,0,34,34,6,71,6
300,0,109,95,4,187,6
150,0,53,43,5,127,7
200,1,88,66,4,174,5
50,1,23,23,4,40,5
150,0,53,43,5,115,6
300,1,129,103,5,246,6
450,1,193,146,5,372,6
350,1,153,136,5,319,6
250,1,105,92,5,224,6
50,0,18,13,5,33,6
200,0,85,70,5,160,6
50,1,23,23,2,18,4
50,1,23,23,4,26,5
250,0,94,80,6,215,7
25,1,17,15,2,15,3
500,1,206,182,5,456,6
25,0,9,9,4,12,4
250,0,100,99,5,163,6
300,1,118,103,5,291,6
100,1,48,37,3,38,4
250,0,96,85,5,192,6
450,1,205,167,6,440,6
350,0,145,122,5,285,6
200,1,86,73,5,181,6
100,0,40,34,6,67,6
200,0,75,67,4,161,6
200,0,79,63,5,157,6
150,1,77,63,5,138,6
250,1,106,72,5,231,6
400,0,135,122,6,297,7
100,1,54,40,3,55,5
150,1,60,56,5,120,5
100,0,39,36,4,71,6
250,0,93,84,5,233,7
300,1,127,103,5,225,6
150,1,64,63,4,59,5
250,1,117,89,4,171,5
450,0,181,171,6,422,7
400,1,180,164,4,330,6
500,0,182,152,5,384,7
300,1,134,108,4,243,5
300,1,130,107,5,251,6
350,1,155,136,5,289,6
350,1,165,133,4,194,5
100,0,44,34,4,66,5
300,1,133,126,3,270,5
450,0,165,140,6,358,7
400,0,151,136,5,372,7
25,1,15,12,2,6,3
100,1,44,37,5,77,5
300,1,143,133,4,246,5
25,0,11,11,5,22,6
400,1,170,150,5,341,6
300,0,109,96,4,173,6
100,0,41,38,5,78,5
150,1,74,67,5,126,5
250,1,116,100,4,215,6
350,1,148,143,4,249,6
500,1,223,185,4,383,5
25,0,10,9,3,12,5
450,0,170,131,6,433,7
50,0,22,17,3,16,4
200,1,87,74,4,148,5
100,0,46,35,4,69,5
25,0,11,10,4,21,5
50,1,27,22,3,25,4
400,1,168,149,5,292,6
300,1,122,94,5,229,6
25,1,12,11,4,22,4
150,0,60,42,5,90,6
100,0,33,31,6,95,7
150,1,67,57,5,119,5
350,1,148,126,5,278,6
200,0,85,63,5,195,6
150,0,58,50,4,98,6
25,1,12,11,3,10,4
450,1,198,170,4,334,5
25,1,13,13,3,20,4
150,1,70,66,5,122,6
25,0,12,8,3,14,4
300,1,134,106,4,232,5
100,1,42,39,4,40,5
100,1,41,33,4,41,5
500,0,177,153,5,480,7
450,1,207,162,6,393,7
250,0,90,87,6,189,7
200,1,91,79,4,181,5
500,1,217,169,5,407,6
300,1,142,131,5,239,6
25,0,12,11,4,24,5
250,1,104,97,4,229,6
50,0,20,17,4,28,5
200,1,88,75,3,134,5
50,0,27,26,4,29,5
500,1,213,186,6,479,7
250,1,106,96,4,183,5
500,1,242,189,5,457,6
450,1,195,179,4,387,6
25,1,12,12,3,7,3
500,0,191,167,6,486,7
150,1,68,62,4,95,6
250,0,99,71,6,222,7
350,0,125,119,5,297,6
200,0,69,61,4,138,6
50,1,24,22,3,33,5
350,0,135,118,5,301,7
400,1,182,178,5,346,6
150,0,65,55,5,146,6
450,0,167,143,5,341,7
450,0,174,145,5,445,7
200,0,74,57,6,191,6
250,1,113,76,4,119,5
50,1,23,18,3,41,4
250,0,89,70,6,245,7
350,1,154,152,6,332,7
150,0,70,59,6,140,7
350,0,123,112,6,345,7
450,1,216,215,4,367,5
400,0,127,111,6,302,7
300,1,122,94,5,199,5
500,1,231,217,4,481,6
200,1,86,82,4,67,5
500,0,173,159,6,458,8
450,0,158,137,6,435,7
50,1,20,17,3,15,4
50,1,20,20,4,23,5
100,1,44,40,4,81,5
25,1,14,12,3,20,4
50,0,17,16,4,28,5
250,1,110,80,4,192,5
300,0,100,91,6,234,6
100,0,40,35,6,96,7
500,1,220,178,5,450,6
100,0,39,37,5,76,6
300,1,123,120,5,291,7
500,1,230,216,5,495,7
200,1,90,64,4,162,6
50,1,20,16,3,14,4
100,1,45,39,4,66,5
350,0,120,113,6,334,8
150,1,64,53,5,127,5
400,0,151,117,5,284,6
500,1,213,179,5,419,7
250,0,95,84,6,230,7
25,0,11,11,4,19,5
200,0,69,67,5,124,6
450,1,197,154,6,377,6
100,1,45,36,4,85,5
25,1,11,9,4,9,4
250,1,115,110,4,219,6
300,1,139,114,5,290,6
300,0,112,86,6,291,7
200,0,81,75,5,181,6
350,0,139,125,6,335,8
500,1,224,201,5,430,6
400,1,180,152,5,347,6
100,0,43,33,4,96,6
350,0,123,101,6,316,8
50,0,20,15,5,26,5
100,1,47,41,3,87,4
450,0,158,137,6,367,6
50,1,27,24,3,26,4
25,1,15,12,4,17,4
400,1,160,145,4,322,5
25,0,10,9,3,22,5
50,1,26,21,3,43,4
400,0,139,133,6,396,8
400,0,138,126,6,398,8
450,1,201,179,5,394,7
150,1,76,61,5,68,5
100,0,42,34,4,79,5
200,1,103,77,4,165,5
350,1,152,138,5,319,6
25,0,11,8,5,17,5
450,1,206,166,5,429,7
150,0,59,46,6,118,6
500,0,179,140,6,388,7
100,0,38,37,4,58,5
350,0,135,125,6,316,6
50,1,24,15,4,22,5
100,0,34,26,5,85,6
350,1,152,136,5,303,6
400,0,149,132,6,384,8
500,0,188,137,7,369,7
100,0,39,39,5,95,7
150,0,59,44,5,138,6
150,0,54,47,5,112,6
100,0,35,32,4,65,6
100,0,39,32,5,89,5
200,0,70,61,4,158,5
400,1,185,154,5,326,6
500,0,183,162,6,476,7
150,0,54,54,5,118,7
300,1,138,113,5,262,5
200,0,79,61,6,195,7
500,1,219,157,5,383,6
450,1,195,179,4,357,5
350,0,122,92,5,256,7
200,1,82,77,4,172,6
250,1,106,75,5,134,5
100,1,51,40,3,68,4
450,1,187,154,5,436,6
500,0,171,163,6,466,8
400,0,140,120,6,347,6
350,0,124,92,6,339,8
150,0,57,52,6,135,6
50,0,24,21,4,36,5
200,0,72,57,4,154,6
250,1,113,100,4,176,5
250,1,111,109,5,246,7
150,0,62,51,5,114,6
100,0,43,41,4,78,5
300,0,110,109,6,245,7
450,1,182,162,4,351,6
200,0,71,67,4,151,6
300,0,109,106,5,238,6
300,1,133,102,5,295,7
300,0,109,105,6,297,7
50,0,22,22,5,47,6
150,0,58,56,5,147,7
25,1,11,10,4,23,5
450,1,203,194,4,386,6
450,0,173,142,5,387,7
500,1,199,147,5,367,6
100,0,42,40,5,72,6
25,1,13,11,4,25,4
450,0,169,168,6,382,7
25,0,13,12,4,13,4
150,1,64,55,5,127,5
25,0,11,8,3,16,4
350,0,132,111,6,258,7
50,0,21,18,5,42,6
500,1,207,167,5,394,6
500,1,232,188,6,416,6
350,1,151,117,5,315,6
250,1,105,87,5,183,6
100,1,41,34,4,32,5
450,1,197,149,5,380,6
200,0,73,53,5,179,6
250,0,90,79,5,203,7
350,0,133,115,4,288,6
450,1,199,196,5,382,6
500,1,219,211,5,476,7
250,1,115,89,4,191,5
100,1,40,37,4,72,6
150,0,57,51,4,50,5
150,0,55,49,6,114,6
300,1,128,105,4,251,6
400,1,163,129,4,321,5
100,0,43,39,4,68,6
300,0,96,90,5,198,6
250,1,106,89,4,106,5
200,0,64,58,5,169,6
350,0,128,113,5,274,7
250,0,94,72,5,179,6
350,0,118,104,6,243,7
250,0,92,85,6,200,7
400,1,171,126,5,316,6
100,1,48,40,4,58,5
450,0,175,164,5,354,7
100,1,47,37,3,46,4
300,1,129,122,5,266,6
400,0,125,108,6,377,7
200,0,70,57,5,129,6
100,0,41,37,6,100,7
200,0,70,68,4,141,6
25,1,12,8,3,8,4
400,0,146,133,5,380,7
250,0,98,78,5,208,7
25,1,16,11,3,20,4
300,1,124,99,5,272,6
200,1,94,86,4,180,5
400,0,138,116,4,295,6
450,0,174,144,5,332,7
150,0,58,52,4,87,6
350,1,159,114,5,280,6
450,1,186,137,6,439,7
450,0,161,148,5,426,6
100,0,37,25,5,83,6
350,1,162,137,4,257,6
200,0,69,49,5,152,6
50,1,24,21,4,21,5
300,1,135,100,4,242,6
100,1,39,35,4,73,5
150,0,52,49,6,141,7
150,0,66,55,5,141,6
450,0,169,146,6,444,8
150,0,59,57,5,117,6
300,1,125,112,4,236,6
150,0,59,46,4,111,6
150,1,75,54,5,142,5
400,1,174,156,5,363,6
300,1,142,136,5,276,6
50,0,20,17,3,35,4
25,0,12,11,4,14,4
100,0,43,32,4,59,5
25,1,14,12,3,10,4
150,1,67,47,4,114,5
300,1,132,97,5,251,6
350,0,112,108,6,291,8
300,0,125,95,6,278,7
100,1,48,37,4,81,5
150,0,61,46,4,126,6
100,1,49,41,3,46,5
500,1,206,205,5,381,7
300,0,120,96,4,197,6
200,1,106,77,4,108,5
25,0,11,10,3,12,4
25,0,14,10,4,19,5
300,0,117,96,6,296,7
50,1,25,24,3,23,4
200,1,93,73,4,174,6
400,1,176,150,4,298,6
300,1,127,106,4,246,6
25,1,12,12,3,10,4
25,0,11,7,4,15,5
350,0,132,130,6,327,8
250,0,92,67,6,246,7
200,0,73,69,6,149,7
450,0,169,136,5,366,7
150,1,74,60,5,115,6
150,0,59,47,5,120,6
100,1,44,33,4,89,5
350,1,148,134,6,340,7
25,1,15,12,3,12,3
450,0,160,130,6,357,7
200,0,70,67,5,145,7
350,0,127,102,5,316,7
150,0,47,45,5,143,7
300,0,113,97,6,253,7
25,0,11,9,4,12,4
500,1,240,220,5,449,6
400,0,137,116,5,305,7
25,1,10,9,3,6,4
50,0,19,15,3,25,4
150,1,63,52,4,120,5
150,1,64,58,4,130,5
100,0,45,37,4,78,6
400,0,159,137,6,390,7
250,0,100,86,5,183,6
400,0,144,132,6,374,8
25,0,10,9,5,22,5
450,1,202,167,4,379,5
250,0,94,91,6,187,7
200,0,68,60,5,174,6
100,1,47,45,4,85,6
350,1,157,146,3,311,6
50,0,18,16,4,25,5
25,0,14,13,2,8,4
350,0,129,107,6,263,7
350,0,132,126,5,332,7
200,0,73,63,5,176,7
300,1,137,98,4,140,5
350,1,162,133,5,313,6
300,1,138,116,4,232,5
50,0,20,16,4,35,5
400,0,151,129,5,320,7
500,1,228,183,4,412,6
50,1,23,22,3,45,4
500,0,183,163,5,441,7
350,1,146,132,4,323,6
350,1,158,128,5,284,5
50,1,22,18,4,38,4
350,1,150,132,4,145,5
200,0,74,64,6,149,7
350,1,154,150,4,279,6
300,1,125,119,4,109,5
25,0,9,9,4,8,4
250,1,104,99,5,221,7
25,0,9,9,4,12,5
250,1,122,87,4,126,5
400,1,169,134,5,377,6
450,1,190,158,5,380,6
200,0,74,66,6,196,6
350,0,117,99,6,222,6
100,0,39,33,5,96,6
400,0,135,132,5,290,7
350,0,128,103,5,344,7
250,1,109,101,5,219,6
400,0,145,124,5,297,6
450,1,204,189,5,391,6
100,0,37,36,6,96,6
50,0,26,22,4,37,5
200,1,86,65,4,79,5
100,0,36,31,5,81,5
500,0,185,130,5,381,7
500,1,216,192,4,388,6
200,0,84,70,5,165,6
500,0,179,175,5,471,8
200,0,69,62,5,146,6
450,1,190,164,4,391,6
50,1,27,27,4,39,5
300,1,132,123,5,273,6
250,0,88,87,6,244,7
200,1,88,67,4,158,6
25,0,9,9,4,18,4
150,1,60,54,4,52,5
350,1,164,130,5,271,5
100,1,42,38,5,79,5
50,0,26,17,4,24,5
150,1,68,58,4,118,5
200,0,69,63,5,142,6
150,1,69,55,4,116,5
350,0,131,112,6,262,7
25,1,10,10,3,10,4
500,0,176,166,7,472,8
400,0,141,132,6,396,8
50,1,23,20,3,28,4
100,0,43,43,5,73,6
100,1,48,39,3,54,4
25,1,12,10,4,14,4
350,0,125,109,5,274,6
450,0,153,135,5,364,6
150,1,64,60,3,63,5
450,1,195,169,5,431,7
25,0,11,9,4,10,4
200,0,71,68,4,138,6
25,0,9,8,4,12,5
250,1,107,103,5,187,6
100,0,48,31,4,64,5
100,1,45,43,3,40,4
200,0,78,70,5,196,6
450,0,177,142,6,416,7
500,0,176,166,6,442,7
150,0,66,53,6,142,6
25,1,14,13,3,14,4
200,1,91,74,5,196,6
250,0,82,75,5,171,6
400,1,169,159,5,333,6
200,1,91,76,5,145,6
500,0,187,184,5,419,7
350,1,149,139,5,282,6
150,1,64,51,5,120,6
200,1,91,69,4,164,5
25,0,9,9,4,13,4
200,1,89,62,4,151,5
150,0,64,59,5,124,6
25,0,14,14,3,12,4
450,0,162,129,6,433,7
400,0,132,114,6,388,8
500,1,238,206,4,406,6
500,1,213,188,5,419,6
200,0,73,62,5,177,6
250,1,102,98,5,246,7
250,1,129,102,5,226,6
100,1,51,39,3,55,4
200,1,95,70,5,154,6
200,0,82,55,5,195,7
500,1,217,193,4,347,5
300,0,116,90,6,294,8
100,1,47,39,4,63,5
25,0,9,7,4,4,5
25,0,10,9,3,15,4
300,0,103,100,7,295,8
100,1,41,34,5,91,6
300,0,120,107,6,285,7
300,1,133,128,4,242,6
350,0,123,118,6,227,7
50,1,25,16,4,33,4
350,0,128,113,5,263,7
350,1,151,125,5,347,6
350,0,130,110,6,345,7
150,1,71,52,4,117,5
25,1,13,10,3,11,4
250,1,108,93,4,131,5
450,0,173,136,6,421,7
350,0,120,97,5,274,7
25,0,12,12,3,5,3
25,1,11,8,3,11,4
50,0,24,20,3,23,4
200,0,77,72,6,150,7
300,0,119,90,5,207,6
400,0,155,125,5,343,7
150,0,64,62,4,104,5
50,0,25,22,4,33,6
100,0,35,33,4,96,6
25,0,11,9,3,9,5
250,0,92,79,5,134,6
250,1,122,82,4,158,5
400,0,144,132,6,299,7
100,1,43,32,4,63,5
100,1,51,49,4,87,6
25,1,15,10,3,15,4
400,1,173,135,3,151,5
350,1,159,139,5,272,5
150,0,65,60,4,98,6
100,1,46,37,5,92,6
350,1,157,125,5,346,6
250,0,87,75,5,167,6
250,1,110,89,3,104,5
350,0,119,110,5,286,7
200,1,91,84,4,149,5
400,1,167,154,5,356,6
500,1,213,161,4,423,6
500,0,183,148,6,363,7
250,0,86,81,6,197,6
50,1,30,21,4,37,5
100,1,49,36,4,82,5
300,1,122,102,5,223,5
350,0,135,126,5,297,7
250,1,102,83,5,219,5
500,1,208,177,4,257,5
100,0,40,32,5,81,6
250,0,90,74,5,231,7
450,0,167,151,5,355,7
450,0,155,128,6,354,7
400,1,164,137,4,303,6
200,0,83,70,6,165,7
250,0,87,77,5,186,7
150,1,68,52,4,90,5
300,0,118,99,5,280,7
25,1,15,15,3,12,3
250,1,102,99,5,190,6
250,1,105,97,5,218,6
250,0,95,79,6,231,7
50,0,26,20,3,31,4
100,1,38,37,5,97,5
400,1,176,167,4,354,6
350,1,157,127,4,286,5
500,0,190,174,7,454,8
100,1,49,38,4,91,5
250,1,107,100,4,189,6
450,1,202,167,4,367,5
150,0,62,45,4,101,6
25,0,12,11,4,19,5
100,0,39,29,3,57,5
500,1,219,169,6,495,7
25,0,12,12,4,12,4
25,1,10,7,4,13,5
25,0,12,7,4,13,5
100,0,42,36,5,77,6
300,0,110,103,5,233,6
25,1,11,8,3,12,4
100,0,33,27,5,97,7
450,1,193,166,5,433,6
250,1,100,94,5,237,6
200,0,67,66,6,155,7
100,0,43,37,5,77,6
300,0,118,91,6,234,7
500,1,208,182,6,442,7
250,1,111,91,4,209,6
500,1,217,167,5,420,6
50,0,21,20,4,33,5
350,0,112,110,6,331,7
200,1,83,71,4,185,5
450,1,198,149,5,396,6
400,1,162,134,4,312,6
350,1,155,131,5,297,6
150,1,70,54,5,121,5
500,0,165,138,6,478,7
300,0,118,99,6,237,7
300,1,131,108,5,266,6
500,1,223,196,5,449,6
50,0,18,16,4,40,5
350,0,124,96,6,255,7
25,1,14,11,2,10,4
350,1,155,125,4,304,5
400,0,149,130,5,306,6
150,0,50,44,5,140,6
500,1,215,199,5,437,6
50,0,25,17,4,43,5
400,0,144,125,6,374,7
300,1,132,98,4,296,6
500,0,179,177,6,485,8
300,1,132,119,4,236,5
400,0,153,138,5,319,7
200,1,91,62,5,136,5
450,0,160,145,5,343,7
250,1,110,101,4,215,6
300,0,120,93,5,287,7
50,0,23,15,4,31,5
350,1,156,132,5,332,7
200,0,79,73,4,166,6
250,1,112,81,4,106,5
450,0,159,143,5,344,6
400,1,174,161,5,377,7
50,0,18,17,4,47,5
100,0,45,43,5,91,6
250,1,102,87,5,205,6
25,1,12,9,4,9,4
25,1,13,10,4,21,4
450,0,162,144,4,411,6
150,1,62,47,5,117,5
500,0,181,138,5,483,7
200,0,69,65,5,152,7
25,0,15,10,4,22,5
50,0,22,22,4,17,4
300,1,126,126,4,240,6
250,0,106,91,5,241,6
200,1,76,74,4,67,5
100,0,41,32,3,76,5
150,1,72,52,4,99,5
100,0,44,44,3,49,5
150,1,74,69,4,118,6
300,1,120,95,5,228,5
100,1,40,36,4,96,6
450,1,197,176,5,384,6
450,0,158,156,5,288,6
25,1,10,10,3,4,3
25,0,11,7,4,22,5
350,0,131,126,6,349,8
350,0,133,129,7,327,7
200,1,78,71,3,79,5
350,1,128,120,4,305,5
50,1,28,24,3,34,4
250,1,120,82,5,246,6
250,1,101,92,4,193,6
450,1,191,162,4,364,5
150,1,70,60,4,70,5
300,0,112,107,5,237,7
50,0,22,18,5,34,6
400,1,175,132,6,350,6
500,1,212,173,4,417,5
400,1,171,153,4,346,6
450,0,176,156,6,368,7
400,1,169,142,5,320,6
200,0,75,58,5,139,6
200,0,84,63,5,154,7
25,0,13,11,4,11,4
450,1,191,172,6,441,6
150,1,62,50,5,132,5
300,1,131,116,4,247,5
200,1,92,91,4,186,6
450,1,210,159,3,326,5
350,0,142,129,6,335,7
25,1,17,10,3,16,3
300,1,122,96,4,259,6
250,0,102,94,4,173,6
100,1,48,40,4,44,5
100,1,43,36,4,79,5
450,0,165,153,7,445,8
450,0,151,150,5,358,7
400,1,190,152,5,339,6
200,1,87,63,4,145,5
500,0,200,172,6,459,7
300,1,119,115,5,258,6
200,0,67,59,5,171,7
350,0,124,120,5,249,7
200,0,81,72,5,195,7
250,0,93,91,5,178,7
50,1,25,19,4,43,5
200,1,87,77,4,166,5
50,1,20,17,5,37,5
350,1,146,139,5,277,5
100,1,53,39,4,50,5
300,1,139,114,5,277,6
400,1,179,156,6,396,6
350,0,138,121,4,240,6
50,1,24,18,2,22,4
50,0,24,19,3,31,4
400,0,150,119,7,369,7
250,0,90,84,5,177,6
300,1,126,93,4,219,6
100,1,45,39,4,65,5
500,0,177,151,5,406,7
25,0,12,9,4,18,4
400,1,167,143,4,263,5
250,0,88,77,5,207,6
200,1,95,77,5,158,6
400,0,141,109,6,305,7
50,0,27,16,5,45,5
150,1,66,48,4,86,5
200,1,77,66,4,151,5
400,1,182,148,4,353,6
300,1,133,131,6,256,6
300,1,135,111,4,261,6
250,0,91,89,6,192,7
400,0,147,111,6,331,7
300,0,102,89,5,239,7
250,1,106,87,4,211,6
400,0,154,143,4,307,6
100,0,40,36,5,84,6
350,1,152,135,5,288,6
500,0,201,173,5,429,7
50,0,19,18,5,32,6
500,1,225,198,5,427,6
100,1,40,29,4,77,5
450,1,199,165,6,406,7
25,1,10,8,3,8,4
300,1,134,91,5,256,6
300,0,105,90,6,229,6
150,0,53,47,5,135,6
200,0,73,58,6,196,7
500,1,228,203,4,437,5
100,1,41,41,3,72,5
500,1,226,213,4,415,6
100,0,39,31,4,71,5
200,1,80,68,4,108,5
150,0,58,53,4,134,6
450,0,165,119,6,335,7
300,0,119,116,5,226,7
300,1,137,107,4,291,6
50,0,23,17,4,49,5
100,0,38,31,6,71,7
400,1,175,138,4,164,5
300,1,132,97,5,249,6
350,1,165,135,5,312,6
450,0,152,139,6,371,6
350,0,124,105,5,339,7
300,0,116,93,5,267,7
25,1,11,11,3,6,3
350,0,133,105,6,296,7
25,1,11,7,3,10,4
25,1,13,10,3,7,3
250,1,112,99,4,200,5
50,1,21,21,4,25,5
100,0,38,35,5,63,6
50,1,25,16,3,22,4
400,1,190,124,5,338,6
50,0,26,26,4,19,5
100,1,49,39,4,70,5
25,0,9,8,3,6,4
500,1,218,181,5,413,6
25,1,13,12,4,20,5
50,0,20,14,5,45,6
150,0,61,55,6,116,7
450,0,180,175,6,423,8
200,0,82,81,5,195,7
400,1,173,149,4,163,5
150,0,60,45,4,111,6
150,1,71,61,5,127,5
300,0,105,93,5,271,7
500,1,219,181,5,407,6
450,0,162,159,5,375,7
50,0,24,14,4,42,6
250,0,92,85,6,246,7
25,1,10,10,3,8,3
300,0,105,100,6,252,6
350,1,148,124,5,276,6
100,0,41,37,4,70,5
450,0,164,157,5,360,7
350,0,137,96,6,262,7
400,1,185,165,5,353,6
250,1,125,95,4,219,5
400,1,170,150,5,335,6
100,1,53,41,5,96,6
250,1,104,99,4,205,5
450,1,216,198,4,392,5
400,0,134,124,6,378,8
50,1,24,16,4,35,5
350,0,132,109,5,283,7
150,0,59,51,4,96,6
50,1,25,16,4,38,5
300,1,119,98,4,208,5
200,0,81,70,5,139,7
200,1,86,81,4,171,6
350,0,122,105,6,333,7
25,1,12,10,3,8,4
350,0,130,114,5,280,7
250,1,106,95,4,122,5
350,1,157,144,5,292,6
450,0,152,146,5,340,6
350,0,125,114,6,340,7
50,0,20,17,4,27,5
100,0,40,31,5,67,6
400,1,181,123,5,309,6
350,1,148,129,4,263,5
300,1,134,120,5,247,6
50,1,24,19,3,26,4
200,1,96,75,4,170,5
200,0,72,62,6,185,6
500,1,229,203,6,405,6
100,1,54,34,3,45,4
250,1,119,107,4,227,5
150,1,68,47,5,69,5
50,0,22,15,4,27,5
250,0,98,91,4,195,6
300,0,130,108,5,234,6
50,1,23,23,3,40,4
300,0,116,83,5,251,7
50,0,23,19,3,26,4
400,0,147,139,5,310,6
350,1,152,150,5,323,6
200,0,81,74,5,125,6
300,0,116,102,5,213,6
25,1,11,11,4,10,4
300,0,114,106,5,203,6
150,1,73,70,4,126,6
100,0,35,30,5,95,6
500,0,165,154,6,458,7
500,0,195,157,5,483,7
100,0,40,38,3,55,5
400,1,180,172,4,299,5
200,0,70,54,4,124,6
25,0,15,14,3,24,4
50,1,25,23,3,25,4
250,1,108,71,5,241,6
200,0,68,63,5,118,5
25,1,12,9,3,10,4
150,0,55,46,5,94,6
350,1,166,113,5,332,6
100,0,42,34,5,62,5
450,1,180,167,4,418,6
100,1,39,31,4,39,5
400,1,166,144,5,334,6
250,0,104,79,6,247,7
250,1,103,83,4,107,5
500,1,216,179,5,433,6
150,1,67,63,4,69,4
400,0,144,123,5,325,6
400,1,178,169,5,353,6
200,1,93,92,5,192,5
250,1,124,104,4,241,5
250,1,109,108,4,204,6
50,1,24,24,4,38,4
400,0,148,141,6,375,8
350,0,139,128,6,344,8
200,1,92,88,4,89,5
450,0,154,148,6,427,8
400,1,179,119,5,319,6
50,0,19,19,4,23,4
450,0,175,149,5,356,7
150,1,77,62,5,88,6
400,1,193,154,6,351,7
250,1,124,100,5,205,6
25,0,12,10,3,21,4
100,1,40,39,3,81,5
250,0,97,84,6,202,6
350,0,126,123,5,347,7
150,1,64,54,6,127,6
250,1,118,99,4,229,5
25,0,12,11,2,4,3
150,0,57,51,5,116,6
400,1,175,161,5,353,5
500,0,180,158,6,478,7
200,0,70,65,6,141,7
25,0,11,10,4,15,4
350,1,153,137,5,281,6
50,1,22,19,4,24,4
300,1,135,126,3,234,6
200,0,76,60,5,174,7
500,1,209,161,4,193,5
450,0,165,148,6,363,6
400,1,165,159,5,381,7
150,0,60,55,6,146,6
300,0,110,88,5,245,6
25,0,9,9,4,8,4
50,0,22,20,5,43,6
400,1,179,155,5,343,5
250,1,115,90,4,223,5
450,1,195,195,6,446,7
200,0,88,78,4,180,6
450,1,183,162,5,426,7
300,0,109,99,5,296,7
500,1,225,188,5,474,6
25,0,11,7,4,14,5
400,1,176,129,4,331,5
100,0,34,29,5,88,6
500,0,185,133,5,385,7
25,0,9,9,3,5,5
100,0,41,40,4,49,5
500,1,205,186,5,409,6
450,0,152,146,6,422,8
500,0,181,162,6,472,7
400,0,140,128,5,368,7
